CHROM-BIN_START-BIN_END,PI EU,CHROM-BIN_START-BIN_END,PI EA,CHROM-BIN_START-BIN_END,PI ch,CHROM-BIN_START-BIN_END,PI pk,CHROM-BIN_START-BIN_END,PI sylv,CHROM-BIN_START-BIN_END,PI tril
A05-125001-225000,7.26E-05,A05-425001-525000,9.54E-06,A05-1575001-1675000,4.51E-05,A05-2225001-2325000,2.76E-05,A06-8075001-8175000,2.75E-06,A05-23775001-23875000,2.35E-06
A05-150001-250000,5.17E-05,A05-450001-550000,1.03E-05,A05-1600001-1700000,4.51E-05,A05-2250001-2350000,1.42E-05,A06-8100001-8200000,1.49E-05,A05-23800001-23900000,1.85E-06
A05-175001-275000,7.11E-05,A05-475001-575000,1.45E-05,A05-1625001-1725000,4.51E-05,A05-2275001-2375000,5.71E-06,A06-8125001-8225000,1.58E-05,A05-23825001-23925000,1.85E-06
A05-200001-300000,6.15E-05,A05-500001-600000,5.17E-06,A05-1650001-1750000,3.96E-05,A05-2300001-2400000,4.93E-06,A06-8150001-8250000,2.23E-05,A05-23850001-23950000,1.85E-06
A05-225001-325000,4.71E-05,A05-525001-625000,7.13E-06,A05-1725001-1825000,8.49E-06,A05-2325001-2425000,3.47E-05,A06-8175001-8275000,3.63E-05,A05-23875001-23975000,6.08E-06
A05-250001-350000,3.81E-05,A05-550001-650000,1.16E-05,A05-1750001-1850000,8.49E-06,A05-2350001-2450000,3.47E-05,A06-8200001-8300000,2.41E-05,A05-23900001-24000000,6.08E-06
A05-275001-375000,5.93E-06,A05-575001-675000,1.80E-05,A05-1775001-1875000,1.95E-05,A05-2375001-2475000,6.30E-05,A06-8225001-8325000,2.04E-05,A05-23925001-24025000,8.19E-06
A05-400001-500000,3.73E-06,A05-600001-700000,1.78E-05,A05-1800001-1900000,1.95E-05,A05-2400001-2500000,9.05E-05,A06-8250001-8350000,1.40E-05,A05-23950001-24050000,8.19E-06
A05-425001-525000,3.73E-06,A05-625001-725000,1.79E-05,A05-1825001-1925000,1.82E-05,A05-2425001-2525000,6.21E-05,A06-8450001-8550000,3.85E-06,A05-23975001-24075000,8.35E-06
A05-450001-550000,1.16E-05,A05-650001-750000,5.60E-05,A05-1850001-1950000,1.82E-05,A05-2450001-2550000,6.21E-05,A06-8475001-8575000,1.01E-05,A05-24000001-24100000,8.35E-06
A05-475001-575000,1.16E-05,A05-675001-775000,4.54E-05,A05-1875001-1975000,7.22E-06,A05-2475001-2575000,3.37E-05,A06-8500001-8600000,1.27E-05,A05-24025001-24125000,6.23E-06
A05-500001-600000,1.17E-05,A05-700001-800000,4.54E-05,A05-1900001-2000000,1.02E-05,A05-2500001-2600000,7.21E-06,A06-8525001-8625000,1.84E-05,A05-24050001-24150000,6.23E-06
A05-525001-625000,1.96E-05,A05-725001-825000,5.81E-05,A05-1925001-2025000,3.01E-06,A05-2525001-2625000,1.65E-05,A06-8550001-8650000,3.82E-05,A05-24150001-24250000,4.92E-06
A05-550001-650000,2.01E-05,A05-750001-850000,1.62E-05,A05-1950001-2050000,3.01E-06,A05-2550001-2650000,1.65E-05,A06-8575001-8675000,5.25E-05,A05-24175001-24275000,4.92E-06
A05-575001-675000,2.73E-05,A05-775001-875000,1.79E-05,A05-1975001-2075000,3.01E-06,A05-2575001-2675000,1.65E-05,A06-8600001-8700000,5.78E-05,A05-24200001-24300000,4.92E-06
A05-600001-700000,2.34E-05,A05-800001-900000,2.05E-05,A05-2000001-2100000,3.66E-05,A05-2600001-2700000,1.05E-05,A06-8625001-8725000,5.78E-05,A05-24225001-24325000,7.22E-06
A05-625001-725000,1.75E-05,A05-825001-925000,5.78E-06,A05-2025001-2125000,3.66E-05,A05-2625001-2725000,1.13E-05,A06-8650001-8750000,3.93E-05,A05-24250001-24350000,2.79E-06
A05-650001-750000,5.74E-05,A05-850001-950000,1.09E-05,A05-2050001-2150000,4.10E-05,A05-2650001-2750000,1.13E-05,A06-8675001-8775000,1.88E-05,A05-24275001-24375000,3.29E-06
A05-675001-775000,5.02E-05,A05-875001-975000,9.14E-06,A05-2075001-2175000,4.84E-05,A05-2675001-2775000,1.13E-05,A06-8700001-8800000,1.31E-05,A05-24300001-24400000,8.78E-06
A05-700001-800000,5.02E-05,A05-900001-1000000,1.40E-05,A05-2100001-2200000,1.18E-05,A05-2700001-2800000,1.13E-05,A06-8725001-8825000,7.47E-06,A05-24325001-24425000,1.42E-05
A05-725001-825000,5.73E-05,A05-925001-1025000,1.46E-05,A05-2125001-2225000,1.18E-05,A05-2750001-2850000,1.43E-05,A06-8750001-8850000,2.11E-05,A05-24350001-24450000,1.37E-05
A05-750001-850000,1.16E-05,A05-950001-1050000,8.03E-06,A05-2150001-2250000,1.46E-05,A05-2775001-2875000,1.43E-05,A06-8775001-8875000,2.11E-05,A05-24375001-24475000,1.32E-05
A05-775001-875000,1.24E-05,A05-975001-1075000,8.03E-06,A05-2175001-2275000,1.12E-05,A05-2800001-2900000,1.63E-05,A06-8800001-8900000,1.99E-05,A05-24400001-24500000,7.74E-06
A05-800001-900000,1.31E-05,A05-1000001-1100000,5.55E-07,A05-2200001-2300000,1.86E-05,A05-2825001-2925000,1.92E-05,A06-8825001-8925000,2.81E-05,A05-24425001-24525000,4.49E-07
A05-825001-925000,4.11E-06,A05-1125001-1225000,1.55E-05,A05-2225001-2325000,1.86E-05,A05-2850001-2950000,4.94E-06,A06-8850001-8950000,9.23E-06,A05-24450001-24550000,4.49E-07
A05-850001-950000,8.21E-06,A05-1150001-1250000,1.55E-05,A05-2250001-2350000,1.14E-05,A05-2875001-2975000,4.94E-06,A06-8875001-8975000,9.23E-06,A05-24475001-24575000,3.13E-06
A05-875001-975000,7.41E-06,A05-1175001-1275000,1.55E-05,A05-2275001-2375000,7.40E-06,A05-2900001-3000000,2.62E-05,A06-8900001-9000000,8.24E-06,A05-24500001-24600000,3.13E-06
A05-900001-1000000,1.71E-05,A05-1200001-1300000,3.40E-05,A05-2300001-2400000,3.84E-07,A05-2925001-3025000,2.68E-05,A06-8925001-9025000,2.86E-06,A05-24525001-24625000,2.68E-06
A05-925001-1025000,1.71E-05,A05-1225001-1325000,4.55E-05,A05-2325001-2425000,3.53E-05,A05-2950001-3050000,2.99E-05,A06-8950001-9050000,2.86E-06,A05-24550001-24650000,2.68E-06
A05-950001-1050000,1.04E-05,A05-1250001-1350000,4.55E-05,A05-2350001-2450000,3.53E-05,A05-2975001-3075000,2.99E-05,A06-8975001-9075000,2.86E-06,A05-24725001-24825000,4.67E-06
A05-975001-1075000,1.04E-05,A05-1275001-1375000,6.56E-05,A05-2375001-2475000,6.43E-05,A05-3000001-3100000,6.75E-06,A06-9000001-9100000,2.86E-06,A05-24750001-24850000,4.67E-06
A05-1125001-1225000,1.36E-05,A05-1300001-1400000,4.71E-05,A05-2400001-2500000,9.11E-05,A05-3025001-3125000,1.46E-05,A06-9025001-9125000,1.21E-06,A05-24775001-24875000,4.67E-06
A05-1150001-1250000,1.36E-05,A05-1325001-1425000,2.18E-05,A05-2425001-2525000,5.62E-05,A05-3050001-3150000,1.15E-05,A06-9050001-9150000,9.78E-06,A05-24800001-24900000,4.67E-06
A05-1175001-1275000,1.36E-05,A05-1350001-1450000,2.27E-05,A05-2450001-2550000,5.62E-05,A05-3075001-3175000,1.15E-05,A06-9075001-9175000,3.00E-05,A05-24825001-24925000,9.49E-07
A05-1200001-1300000,3.83E-05,A05-1375001-1475000,1.75E-05,A05-2475001-2575000,2.72E-05,A05-3100001-3200000,1.15E-05,A06-9100001-9200000,3.00E-05,A05-24850001-24950000,8.45E-06
A05-1225001-1325000,4.28E-05,A05-1400001-1500000,1.75E-05,A05-2500001-2600000,1.08E-05,A05-3150001-3250000,8.14E-06,A06-9125001-9225000,3.24E-05,A05-24875001-24975000,8.45E-06
A05-1250001-1350000,4.28E-05,A05-1425001-1525000,3.43E-05,A05-2525001-2625000,2.97E-05,A05-3175001-3275000,1.49E-05,A06-9150001-9250000,2.75E-05,A05-24900001-25000000,8.45E-06
A05-1275001-1375000,5.73E-05,A05-1450001-1550000,3.34E-05,A05-2550001-2650000,2.97E-05,A05-3200001-3300000,1.49E-05,A06-9175001-9275000,8.46E-06,A05-24925001-25025000,2.14E-05
A05-1300001-1400000,3.26E-05,A05-1475001-1575000,1.85E-05,A05-2575001-2675000,2.97E-05,A05-3225001-3325000,1.49E-05,A06-9200001-9300000,8.46E-06,A05-24950001-25050000,2.35E-05
A05-1325001-1425000,1.95E-05,A05-1500001-1600000,1.85E-05,A05-2600001-2700000,1.89E-05,A05-3250001-3350000,6.80E-06,A06-9225001-9325000,1.29E-05,A05-24975001-25075000,2.35E-05
A05-1350001-1450000,2.88E-05,A05-1550001-1650000,1.18E-05,A05-2625001-2725000,5.68E-06,A05-3275001-3375000,2.58E-05,A06-9250001-9350000,9.23E-06,A05-25000001-25100000,2.35E-05
A05-1375001-1475000,3.69E-05,A05-1575001-1675000,4.40E-05,A05-2650001-2750000,5.68E-06,A05-3300001-3400000,2.58E-05,A06-9275001-9375000,8.02E-06,A05-25025001-25125000,2.30E-05
A05-1400001-1500000,3.69E-05,A05-1600001-1700000,4.40E-05,A05-2675001-2775000,5.68E-06,A05-3325001-3425000,3.69E-05,A06-9300001-9400000,8.02E-06,A05-25050001-25150000,1.66E-05
A05-1425001-1525000,4.71E-05,A05-1625001-1725000,4.40E-05,A05-2700001-2800000,5.68E-06,A05-3350001-3450000,3.69E-05,A06-9375001-9475000,6.92E-06,A05-25075001-25175000,2.24E-05
A05-1450001-1550000,3.78E-05,A05-1650001-1750000,3.22E-05,A05-2750001-2850000,8.69E-06,A05-3375001-3475000,3.48E-05,A06-9400001-9500000,6.92E-06,A05-25100001-25200000,2.24E-05
A05-1475001-1575000,1.51E-05,A05-1725001-1825000,7.65E-06,A05-2775001-2875000,8.69E-06,A05-3400001-3500000,3.48E-05,A06-9425001-9525000,6.92E-06,A05-25125001-25225000,9.00E-06
A05-1500001-1600000,1.51E-05,A05-1750001-1850000,7.65E-06,A05-2800001-2900000,1.22E-05,A05-3425001-3525000,2.37E-05,A06-9450001-9550000,1.05E-05,A05-25150001-25250000,5.78E-06
A05-1550001-1650000,8.53E-06,A05-1775001-1875000,2.37E-05,A05-2825001-2925000,1.65E-05,A05-3450001-3550000,2.37E-05,A06-9475001-9575000,3.63E-06,A05-25175001-25275000,1.63E-05
A05-1575001-1675000,2.25E-05,A05-1800001-1900000,2.37E-05,A05-2850001-2950000,7.81E-06,A05-3525001-3625000,1.55E-05,A06-9500001-9600000,3.63E-06,A05-25200001-25300000,1.63E-05
A05-1600001-1700000,2.25E-05,A05-1825001-1925000,2.46E-05,A05-2875001-2975000,7.81E-06,A05-3550001-3650000,1.84E-05,A06-9525001-9625000,3.63E-06,A05-25225001-25325000,1.63E-05
A05-1625001-1725000,2.25E-05,A05-1850001-1950000,2.46E-05,A05-2900001-3000000,2.36E-05,A05-3575001-3675000,1.84E-05,A06-9550001-9650000,7.91E-06,A05-25250001-25350000,1.63E-05
A05-1650001-1750000,1.40E-05,A05-1875001-1975000,8.49E-06,A05-2925001-3025000,1.93E-05,A05-3600001-3700000,4.92E-05,A06-9575001-9675000,7.91E-06,A06-1-100000,3.44E-06
A05-1725001-1825000,4.48E-06,A05-1900001-2000000,1.21E-05,A05-2950001-3050000,2.12E-05,A05-3625001-3725000,3.37E-05,A06-9600001-9700000,7.91E-06,A06-25001-125000,2.46E-06
A05-1750001-1850000,4.48E-06,A05-1925001-2025000,3.64E-06,A05-2975001-3075000,2.12E-05,A05-3650001-3750000,3.07E-05,A06-9625001-9725000,7.91E-06,A06-50001-150000,1.02E-05
A05-1775001-1875000,9.85E-06,A05-1950001-2050000,3.64E-06,A05-3000001-3100000,1.86E-06,A05-3675001-3775000,3.07E-05,A06-9675001-9775000,2.10E-05,A06-75001-175000,1.02E-05
A05-1800001-1900000,9.85E-06,A05-1975001-2075000,3.64E-06,A05-3025001-3125000,1.29E-05,A05-3725001-3825000,1.28E-05,A06-9700001-9800000,2.10E-05,A06-100001-200000,7.69E-06
A05-1825001-1925000,1.85E-05,A05-2000001-2100000,2.79E-05,A05-3050001-3150000,1.11E-05,A05-3750001-3850000,1.28E-05,A06-9725001-9825000,2.18E-05,A06-125001-225000,2.17E-05
A05-1850001-1950000,1.85E-05,A05-2025001-2125000,2.79E-05,A05-3075001-3175000,1.11E-05,A05-3775001-3875000,1.60E-05,A06-9750001-9850000,3.40E-05,A06-150001-250000,2.16E-05
A05-1875001-1975000,1.32E-05,A05-2050001-2150000,3.32E-05,A05-3100001-3200000,1.11E-05,A05-3800001-3900000,1.60E-05,A06-9775001-9875000,1.52E-05,A06-175001-275000,2.26E-05
A05-1900001-2000000,1.72E-05,A05-2075001-2175000,4.28E-05,A05-3150001-3250000,6.22E-06,A05-3825001-3925000,3.17E-06,A06-9800001-9900000,1.52E-05,A06-200001-300000,2.26E-05
A05-1925001-2025000,4.03E-06,A05-2100001-2200000,1.49E-05,A05-3175001-3275000,1.40E-05,A05-3850001-3950000,3.17E-06,A06-9825001-9925000,1.49E-05,A06-225001-325000,8.63E-06
A05-1950001-2050000,4.03E-06,A05-2125001-2225000,1.49E-05,A05-3200001-3300000,1.40E-05,A05-3975001-4075000,3.49E-06,A06-9850001-9950000,8.02E-06,A06-250001-350000,9.74E-07
A05-1975001-2075000,4.03E-06,A05-2150001-2250000,2.11E-05,A05-3225001-3325000,1.40E-05,A05-4000001-4100000,7.64E-06,A06-9875001-9975000,2.81E-05,A06-275001-375000,2.24E-06
A05-2000001-2100000,1.13E-05,A05-2175001-2275000,1.81E-05,A05-3250001-3350000,7.79E-06,A05-4025001-4125000,1.22E-05,A06-9900001-10000000,2.81E-05,A06-300001-400000,2.24E-06
A05-2025001-2125000,1.13E-05,A05-2200001-2300000,2.81E-05,A05-3275001-3375000,3.90E-05,A05-4050001-4150000,1.22E-05,A06-9925001-10025000,3.30E-05,A06-325001-425000,2.74E-06
A05-2050001-2150000,2.12E-05,A05-2225001-2325000,2.81E-05,A05-3300001-3400000,3.90E-05,A05-4075001-4175000,8.72E-06,A06-9950001-10050000,2.77E-05,A06-350001-450000,2.74E-06
A05-2075001-2175000,2.53E-05,A05-2250001-2350000,1.67E-05,A05-3325001-3425000,4.27E-05,A05-4100001-4200000,4.56E-06,A06-9975001-10075000,5.38E-06,A06-375001-475000,1.85E-06
A05-2100001-2200000,1.40E-05,A05-2275001-2375000,1.00E-05,A05-3350001-3450000,4.27E-05,A05-4125001-4225000,2.54E-05,A06-10000001-10100000,5.38E-06,A06-400001-500000,1.85E-06
A05-2125001-2225000,1.40E-05,A05-2300001-2400000,3.45E-06,A05-3375001-3475000,3.81E-05,A05-4150001-4250000,0.000112975,A06-10125001-10225000,2.20E-06,A06-425001-525000,1.35E-06
A05-2150001-2250000,1.14E-05,A05-2325001-2425000,3.73E-05,A05-3400001-3500000,3.81E-05,A05-4175001-4275000,0.000112975,A06-10150001-10250000,2.20E-06,A06-450001-550000,3.19E-06
A05-2175001-2275000,1.54E-05,A05-2350001-2450000,3.73E-05,A05-3425001-3525000,3.43E-05,A05-4200001-4300000,0.000112975,A06-10175001-10275000,1.19E-05,A06-475001-575000,1.85E-06
A05-2200001-2300000,2.62E-05,A05-2375001-2475000,7.32E-05,A05-3450001-3550000,3.43E-05,A05-4225001-4325000,8.76E-05,A06-10200001-10300000,1.19E-05,A06-500001-600000,4.31E-06
A05-2225001-2325000,2.62E-05,A05-2400001-2500000,0.000102574,A05-3525001-3625000,5.68E-06,A05-4250001-4350000,4.92E-06,A06-10225001-10325000,1.49E-05,A06-525001-625000,1.02E-05
A05-2250001-2350000,1.88E-05,A05-2425001-2525000,6.94E-05,A05-3550001-3650000,6.47E-06,A05-4275001-4375000,4.92E-06,A06-10250001-10350000,1.49E-05,A06-550001-650000,8.38E-06
A05-2275001-2375000,1.09E-05,A05-2450001-2550000,6.94E-05,A05-3575001-3675000,6.47E-06,A05-4300001-4400000,4.92E-06,A06-10275001-10375000,9.12E-06,A06-575001-675000,8.88E-06
A05-2300001-2400000,3.09E-06,A05-2475001-2575000,3.35E-05,A05-3600001-3700000,4.81E-05,A05-4325001-4425000,4.92E-06,A06-10300001-10400000,9.12E-06,A06-600001-700000,6.42E-06
A05-2325001-2425000,2.58E-05,A05-2500001-2600000,1.09E-05,A05-3625001-3725000,4.24E-05,A05-4625001-4725000,4.87E-06,A06-10325001-10425000,3.85E-06,A06-625001-725000,5.00E-07
A05-2350001-2450000,2.58E-05,A05-2525001-2625000,2.52E-05,A05-3650001-3750000,4.16E-05,A05-4650001-4750000,9.20E-06,A06-10350001-10450000,3.85E-06,A06-650001-750000,5.00E-07
A05-2375001-2475000,4.61E-05,A05-2550001-2650000,2.52E-05,A05-3675001-3775000,4.16E-05,A05-4675001-4775000,9.20E-06,A06-10375001-10475000,4.40E-06,A06-725001-825000,1.40E-06
A05-2400001-2500000,6.93E-05,A05-2575001-2675000,2.52E-05,A05-3725001-3825000,6.17E-06,A05-4700001-4800000,3.13E-05,A06-10400001-10500000,4.40E-06,A06-750001-850000,1.40E-06
A05-2425001-2525000,4.75E-05,A05-2600001-2700000,1.50E-05,A05-3750001-3850000,1.02E-05,A05-4725001-4825000,5.17E-05,A06-10425001-10525000,4.40E-06,A06-775001-875000,1.40E-06
A05-2450001-2550000,4.75E-05,A05-2625001-2725000,8.72E-06,A05-3775001-3875000,1.46E-05,A05-4750001-4850000,4.74E-05,A06-10450001-10550000,8.90E-06,A06-800001-900000,3.51E-06
A05-2475001-2575000,2.72E-05,A05-2650001-2750000,8.72E-06,A05-3800001-3900000,1.46E-05,A05-4775001-4875000,4.74E-05,A06-10475001-10575000,2.48E-05,A06-825001-925000,2.12E-06
A05-2500001-2600000,4.75E-06,A05-2675001-2775000,8.72E-06,A05-3825001-3925000,8.46E-06,A05-4800001-4900000,2.53E-05,A06-10500001-10600000,3.38E-05,A06-850001-950000,2.12E-06
A05-2525001-2625000,2.31E-05,A05-2700001-2800000,8.72E-06,A05-3850001-3950000,4.44E-06,A05-4925001-5025000,2.10E-05,A06-10525001-10625000,3.38E-05,A06-875001-975000,2.12E-06
A05-2550001-2650000,2.31E-05,A05-2750001-2850000,1.26E-05,A05-3975001-4075000,5.40E-06,A05-4950001-5050000,2.10E-05,A06-10550001-10650000,2.93E-05,A06-950001-1050000,2.13E-05
A05-2575001-2675000,2.31E-05,A05-2775001-2875000,1.26E-05,A05-4000001-4100000,6.19E-06,A05-4975001-5075000,2.71E-05,A06-10575001-10675000,9.01E-06,A06-975001-1075000,2.13E-05
A05-2600001-2700000,1.93E-05,A05-2800001-2900000,1.53E-05,A05-4025001-4125000,1.40E-05,A05-5000001-5100000,2.71E-05,A06-10600001-10700000,1.21E-06,A06-1000001-1100000,2.13E-05
A05-2625001-2725000,7.37E-06,A05-2825001-2925000,1.90E-05,A05-4050001-4150000,1.40E-05,A05-5025001-5125000,6.06E-06,A06-10625001-10725000,1.21E-06,A06-1025001-1125000,2.13E-05
A05-2650001-2750000,7.37E-06,A05-2850001-2950000,6.42E-06,A05-4075001-4175000,8.63E-06,A05-5050001-5150000,6.06E-06,A06-10650001-10750000,3.85E-06,A06-1050001-1150000,5.41E-06
A05-2675001-2775000,7.37E-06,A05-2875001-2975000,6.42E-06,A05-4100001-4200000,7.84E-06,A05-5125001-5225000,2.86E-06,A06-10675001-10775000,3.85E-06,A06-1075001-1175000,5.41E-06
A05-2700001-2800000,7.37E-06,A05-2900001-3000000,2.61E-05,A05-4125001-4225000,2.39E-05,A05-5150001-5250000,2.97E-05,A06-10700001-10800000,2.64E-06,A06-1100001-1200000,5.41E-06
A05-2750001-2850000,7.68E-06,A05-2925001-3025000,2.47E-05,A05-4150001-4250000,8.33E-05,A05-5175001-5275000,2.97E-05,A06-10725001-10825000,3.85E-06,A06-1125001-1225000,5.41E-06
A05-2775001-2875000,7.68E-06,A05-2950001-3050000,2.72E-05,A05-4175001-4275000,8.33E-05,A05-5200001-5300000,2.97E-05,A06-10750001-10850000,3.52E-06,A06-1325001-1425000,3.59E-06
A05-2800001-2900000,9.28E-06,A05-2975001-3075000,2.72E-05,A05-4200001-4300000,8.33E-05,A05-5225001-5325000,2.68E-05,A06-10775001-10875000,3.52E-06,A06-1350001-1450000,3.59E-06
A05-2825001-2925000,1.14E-05,A05-3000001-3100000,4.73E-06,A05-4225001-4325000,5.94E-05,A05-5275001-5375000,5.32E-06,A06-10800001-10900000,3.52E-06,A06-1375001-1475000,3.59E-06
A05-2850001-2950000,3.69E-06,A05-3025001-3125000,1.42E-05,A05-4250001-4350000,1.19E-05,A05-5300001-5400000,1.36E-05,A06-10825001-10925000,2.31E-06,A06-1400001-1500000,3.59E-06
A05-2875001-2975000,3.69E-06,A05-3050001-3150000,1.16E-05,A05-4275001-4375000,1.19E-05,A05-5325001-5425000,2.69E-05,A06-10850001-10950000,2.64E-06,A06-1525001-1625000,4.14E-06
A05-2900001-3000000,2.80E-05,A05-3075001-3175000,1.16E-05,A05-4300001-4400000,1.19E-05,A05-5350001-5450000,3.57E-05,A06-10875001-10975000,2.64E-06,A06-1550001-1650000,2.57E-05
A05-2925001-3025000,2.86E-05,A05-3100001-3200000,1.16E-05,A05-4325001-4425000,1.19E-05,A05-5375001-5475000,3.04E-05,A06-10900001-11000000,2.64E-06,A06-1575001-1675000,2.57E-05
A05-2950001-3050000,2.86E-05,A05-3150001-3250000,8.60E-06,A05-4625001-4725000,4.05E-06,A05-5400001-5500000,2.51E-05,A06-10925001-11025000,2.64E-06,A06-1600001-1700000,2.99E-05
A05-2975001-3075000,2.86E-05,A05-3175001-3275000,1.66E-05,A05-4650001-4750000,1.26E-05,A05-5425001-5525000,1.18E-05,A06-10950001-11050000,1.24E-05,A06-1625001-1725000,5.03E-05
A05-3000001-3100000,2.69E-06,A05-3200001-3300000,1.66E-05,A05-4675001-4775000,1.26E-05,A05-5450001-5550000,3.07E-06,A06-10975001-11075000,1.24E-05,A06-1650001-1750000,3.24E-05
A05-3025001-3125000,1.13E-05,A05-3225001-3325000,1.66E-05,A05-4700001-4800000,2.74E-05,A05-5475001-5575000,3.07E-06,A06-11000001-11100000,1.24E-05,A06-1675001-1775000,5.11E-05
A05-3050001-3150000,1.13E-05,A05-3250001-3350000,8.02E-06,A05-4725001-4825000,3.96E-05,A05-5525001-5625000,1.66E-06,A06-11025001-11125000,1.59E-05,A06-1700001-1800000,7.11E-05
A05-3075001-3175000,1.13E-05,A05-3275001-3375000,3.54E-05,A05-4750001-4850000,3.11E-05,A05-5550001-5650000,1.66E-06,A06-11050001-11150000,1.12E-05,A06-1725001-1825000,5.01E-05
A05-3100001-3200000,1.13E-05,A05-3300001-3400000,3.54E-05,A05-4775001-4875000,3.11E-05,A05-5575001-5675000,4.40E-06,A06-11075001-11175000,1.12E-05,A06-1750001-1850000,4.64E-05
A05-3150001-3250000,4.39E-06,A05-3325001-3425000,4.35E-05,A05-4800001-4900000,1.63E-05,A05-5600001-5700000,4.40E-06,A06-11100001-11200000,1.12E-05,A06-1775001-1875000,2.77E-05
A05-3175001-3275000,5.62E-06,A05-3350001-3450000,4.35E-05,A05-4925001-5025000,9.91E-06,A05-5625001-5725000,2.75E-06,A06-11125001-11225000,2.36E-05,A06-1800001-1900000,3.58E-06
A05-3200001-3300000,5.62E-06,A05-3375001-3475000,4.15E-05,A05-4950001-5050000,9.91E-06,A05-5650001-5750000,2.75E-06,A06-11150001-11250000,1.59E-05,A06-1875001-1975000,1.42E-06
A05-3225001-3325000,5.62E-06,A05-3400001-3500000,4.15E-05,A05-4975001-5075000,1.81E-05,A05-5700001-5800000,2.86E-06,A06-11175001-11275000,1.59E-05,A06-1900001-2000000,1.18E-05
A05-3250001-3350000,1.24E-06,A05-3425001-3525000,3.34E-05,A05-5000001-5100000,1.81E-05,A05-5725001-5825000,5.08E-06,A06-11200001-11300000,2.55E-05,A06-1925001-2025000,1.18E-05
A05-3275001-3375000,2.50E-05,A05-3450001-3550000,3.34E-05,A05-5025001-5125000,8.24E-06,A05-5750001-5850000,1.34E-05,A06-11225001-11325000,9.56E-06,A06-1950001-2050000,1.18E-05
A05-3300001-3400000,2.50E-05,A05-3525001-3625000,1.15E-05,A05-5050001-5150000,8.24E-06,A05-5775001-5875000,3.37E-05,A06-11250001-11350000,9.56E-06,A06-1975001-2075000,2.13E-05
A05-3325001-3425000,3.06E-05,A05-3550001-3650000,1.35E-05,A05-5125001-5225000,1.67E-06,A05-5800001-5900000,3.09E-05,A06-11275001-11375000,9.56E-06,A06-2000001-2100000,1.09E-05
A05-3350001-3450000,3.06E-05,A05-3575001-3675000,1.35E-05,A05-5150001-5250000,3.22E-05,A05-5825001-5925000,2.86E-05,A06-11325001-11425000,4.40E-06,A06-2025001-2125000,1.09E-05
A05-3375001-3475000,2.50E-05,A05-3600001-3700000,5.28E-05,A05-5175001-5275000,3.22E-05,A05-5850001-5950000,2.14E-05,A06-11350001-11450000,4.40E-06,A06-2050001-2150000,1.09E-05
A05-3400001-3500000,2.50E-05,A05-3625001-3725000,4.13E-05,A05-5200001-5300000,3.22E-05,A05-5875001-5975000,1.03E-06,A06-11375001-11475000,6.81E-06,A06-2075001-2175000,1.18E-05
A05-3425001-3525000,1.93E-05,A05-3650001-3750000,3.93E-05,A05-5225001-5325000,3.05E-05,A05-5900001-6000000,1.03E-06,A06-11400001-11500000,6.81E-06,A06-2100001-2200000,1.18E-05
A05-3450001-3550000,1.93E-05,A05-3675001-3775000,3.93E-05,A05-5275001-5375000,3.09E-06,A05-5925001-6025000,1.03E-06,A06-11425001-11525000,2.42E-06,A06-2125001-2225000,1.54E-05
A05-3525001-3625000,3.88E-05,A05-3725001-3825000,1.02E-05,A05-5300001-5400000,1.22E-05,A05-6025001-6125000,3.06E-05,A06-11450001-11550000,5.38E-06,A06-2150001-2250000,1.64E-05
A05-3550001-3650000,4.47E-05,A05-3750001-3850000,1.23E-05,A05-5325001-5425000,1.96E-05,A05-6050001-6150000,4.11E-05,A06-11475001-11575000,7.03E-06,A06-2175001-2275000,6.96E-06
A05-3575001-3675000,4.47E-05,A05-3775001-3875000,1.61E-05,A05-5350001-5450000,2.94E-05,A05-6075001-6175000,5.02E-05,A06-11500001-11600000,7.03E-06,A06-2200001-2300000,6.96E-06
A05-3600001-3700000,8.47E-05,A05-3800001-3900000,1.61E-05,A05-5375001-5475000,2.63E-05,A05-6100001-6200000,5.02E-05,A06-11525001-11625000,1.64E-05,A06-2225001-2325000,3.40E-06
